Slug,Difficulty,Paid
maximum-energy-boost-from-two-drinks,Medium,False
minimum-number-of-flips-to-make-binary-grid-palindromic-ii,Medium,False
find-the-power-of-k-size-subarrays-ii,Medium,False
find-the-power-of-k-size-subarrays-i,Medium,False
find-the-number-of-winning-players,Easy,False
maximum-multiplication-score,Medium,False
shortest-distance-after-road-addition-queries-i,Medium,False
design-neighbor-sum-service,Easy,False
find-if-digit-game-can-be-won,Easy,False
shortest-distance-after-road-addition-queries-ii,Hard,False
find-the-winning-player-in-coin-game,Easy,False
maximize-the-total-height-of-unique-towers,Medium,False
k-th-largest-perfect-subtree-size-in-binary-tree,Medium,False
number-of-bit-changes-to-make-two-integers-equal,Easy,False
find-the-count-of-numbers-which-are-not-special,Medium,False
delete-nodes-from-linked-list-present-in-array,Medium,False
minimum-cost-for-cutting-cake-ii,Hard,False
minimum-array-changes-to-make-differences-equal,Medium,False
minimum-number-of-seconds-to-make-mountain-height-zero,Medium,False
k-th-nearest-obstacle-queries,Medium,False
minimum-cost-for-cutting-cake-i,Medium,False
maximum-number-of-operations-to-move-ones-to-the-end,Medium,False
count-submatrices-with-equal-frequency-of-x-and-y,Medium,False
find-the-maximum-length-of-valid-subsequence-ii,Medium,False
find-the-maximum-length-of-valid-subsequence-i,Medium,False
find-maximum-removals-from-source-string,Medium,False
count-the-number-of-good-nodes,Medium,False
maximize-score-of-numbers-in-ranges,Medium,False
lexicographically-smallest-string-after-a-swap,Easy,False
alternating-groups-ii,Medium,False
construct-string-with-minimum-cost,Hard,False
count-the-number-of-substrings-with-dominant-ones,Medium,False
check-if-the-rectangle-corner-is-reachable,Hard,False
minimum-operations-to-make-binary-array-elements-equal-to-one-ii,Medium,False
find-minimum-operations-to-make-all-elements-divisible-by-three,Easy,False
minimum-operations-to-make-binary-array-elements-equal-to-one-i,Medium,False
minimum-average-of-smallest-and-largest-elements,Easy,False
maximum-score-from-grid-operations,Hard,False
maximum-height-of-a-triangle,Easy,False
find-the-encrypted-string,Easy,False
number-of-subarrays-with-and-value-of-k,Hard,False
maximize-total-cost-of-alternating-subarrays,Medium,False
alternating-groups-i,Easy,False
vowels-game-in-a-string,Medium,False
find-the-minimum-area-to-cover-all-ones-i,Medium,False
count-the-number-of-inversions,Hard,False
find-the-minimum-area-to-cover-all-ones-ii,Hard,False
find-the-maximum-length-of-a-good-subsequence-i,Medium,False
minimum-length-of-string-after-operations,Medium,False
minimum-operations-to-make-array-equal-to-target,Hard,False
generate-binary-strings-without-adjacent-zeros,Medium,False
find-the-maximum-length-of-a-good-subsequence-ii,Hard,False
string-compression-iii,Medium,False
find-the-child-who-has-the-ball-after-k-seconds,Easy,False
clear-digits,Easy,False
find-the-number-of-good-pairs-i,Easy,False
lexicographically-minimum-string-after-removing-stars,Medium,False
find-the-number-of-good-pairs-ii,Medium,False
maximum-total-reward-using-operations-ii,Hard,False
maximum-total-reward-using-operations-i,Medium,False
find-minimum-diameter-after-merging-two-trees,Hard,False
peaks-in-array,Hard,False
maximum-total-damage-with-spell-casting,Medium,False
find-subarray-with-bitwise-or-closest-to-k,Hard,False
block-placement-queries,Hard,False
find-the-number-of-distinct-colors-among-the-balls,Medium,False
find-the-minimum-cost-array-permutation,Hard,False
count-days-without-meetings,Medium,False
special-array-i,Easy,False
find-the-xor-of-numbers-which-appear-twice,Easy,False
special-array-ii,Medium,False
minimum-number-of-chairs-in-a-waiting-room,Easy,False
maximum-sum-of-subsequence-with-non-adjacent-elements,Hard,False
find-the-n-th-value-after-k-seconds,Medium,False
count-pairs-that-form-a-complete-day-i,Easy,False
find-occurrences-of-an-element-in-an-array,Medium,False
maximum-points-inside-the-square,Medium,False
count-pairs-that-form-a-complete-day-ii,Medium,False
sum-of-digit-differences-of-all-pairs,Medium,False
check-if-grid-satisfies-conditions,Easy,False
find-number-of-ways-to-reach-the-k-th-stair,Hard,False
find-the-first-player-to-win-k-games-in-a-row,Medium,False
permutation-difference-between-two-strings,Easy,False
find-products-of-elements-of-big-array,Hard,False
count-the-number-of-special-characters-i,Easy,False
find-all-possible-stable-binary-arrays-ii,Hard,False
find-all-possible-stable-binary-arrays-i,Medium,False
count-the-number-of-special-characters-ii,Medium,False
minimum-number-of-operations-to-satisfy-conditions,Medium,False
minimum-substring-partition-of-equal-character-frequency,Medium,False
minimum-cost-to-equalize-array,Hard,False
find-the-integer-added-to-array-ii,Medium,False
make-a-square-with-the-same-color,Easy,False
find-the-integer-added-to-array-i,Easy,False
valid-word,Easy,False
minimum-length-of-anagram-concatenation,Medium,False
minimum-array-end,Medium,False
maximum-difference-score-in-a-grid,Medium,False
minimum-rectangles-to-cover-points,Medium,False
minimum-time-to-visit-disappearing-nodes,Medium,False
right-triangles,Medium,False
minimum-operations-to-make-median-of-array-equal-to-k,Medium,False
find-edges-in-shortest-paths,Hard,False
minimum-number-of-operations-to-make-word-k-periodic,Medium,False
taking-maximum-energy-from-the-mystic-dungeon,Medium,False
find-the-number-of-subarrays-where-boundary-elements-are-maximum,Hard,False
shortest-subarray-with-or-at-least-k-i,Easy,False
shortest-subarray-with-or-at-least-k-ii,Medium,False
score-of-a-string,Easy,False
longest-common-suffix-queries,Hard,False
kth-smallest-amount-with-single-denomination-combination,Hard,False
count-alternating-subarrays,Medium,False
maximum-prime-difference,Medium,False
longest-strictly-increasing-or-strictly-decreasing-subarray,Easy,False
harshad-number,Easy,False
find-the-sum-of-encrypted-integers,Easy,False
minimum-sum-of-values-by-dividing-array,Hard,False
most-frequent-ids,Medium,False
find-the-median-of-the-uniqueness-array,Hard,False
latest-time-you-can-obtain-after-replacing-characters,Easy,False
minimum-deletions-to-make-string-k-special,Medium,False
shortest-uncommon-substring-in-an-array,Medium,False
minimum-levels-to-gain-more-points,Medium,False
replace-question-marks-in-string-to-minimize-its-value,Medium,False
existence-of-a-substring-in-a-string-and-its-reverse,Easy,False
maximize-happiness-of-selected-children,Medium,False
distribute-elements-into-two-arrays-ii,Hard,False
maximum-length-substring-with-two-occurrences,Easy,False
minimum-cost-walk-in-weighted-graph,Hard,False
distribute-elements-into-two-arrays-i,Easy,False
lexicographically-smallest-string-after-operations-with-constraint,Medium,False
find-the-sum-of-the-power-of-all-subsequences,Hard,False
minimize-manhattan-distances,Hard,False
count-submatrices-with-top-left-element-and-sum-less-than-k,Medium,False
count-substrings-starting-and-ending-with-given-character,Medium,False
water-bottles-ii,Medium,False
minimum-operations-to-write-the-letter-y-on-a-grid,Medium,False
apple-redistribution-into-boxes,Easy,False
minimum-operations-to-exceed-threshold-value-ii,Medium,False
minimum-operations-to-exceed-threshold-value-i,Easy,False
modify-the-matrix,Easy,False
find-the-length-of-the-longest-common-prefix,Medium,False
apply-operations-to-make-sum-of-array-greater-than-or-equal-to-k,Medium,False
minimum-moves-to-pick-k-ones,Hard,False
count-pairs-of-connectable-servers-in-a-weighted-tree-network,Medium,False
find-the-largest-area-of-square-inside-two-rectangles,Medium,False
split-the-array,Easy,False
type-of-triangle,Easy,False
maximum-number-of-operations-with-the-same-score-i,Easy,False
maximum-number-of-operations-with-the-same-score-ii,Medium,False
maximum-palindromes-after-operations,Medium,False
find-the-sum-of-subsequence-powers,Hard,False
most-frequent-prime,Medium,False
maximum-strength-of-k-disjoint-subarrays,Hard,False
number-of-changing-keys,Easy,False
ant-on-the-boundary,Easy,False
count-the-number-of-houses-at-a-certain-distance-ii,Hard,False
count-prefix-and-suffix-pairs-i,Easy,False
apply-operations-to-make-string-empty,Medium,False
find-the-maximum-sum-of-node-values,Hard,False
mark-elements-on-array-by-performing-queries,Medium,False
count-prefix-and-suffix-pairs-ii,Hard,False
find-beautiful-indices-in-the-given-array-ii,Hard,False
find-the-maximum-number-of-elements-in-subset,Medium,False
maximize-consecutive-elements-in-an-array-after-modification,Hard,False
minimum-time-to-revert-word-to-initial-state-i,Medium,False
minimum-time-to-revert-word-to-initial-state-ii,Hard,False
earliest-second-to-mark-indices-i,Medium,False
find-if-array-can-be-sorted,Medium,False
number-of-subarrays-that-match-a-pattern-ii,Hard,False
earliest-second-to-mark-indices-ii,Hard,False
alice-and-bob-playing-flower-game,Medium,False
find-the-number-of-ways-to-place-people-i,Medium,False
find-the-number-of-ways-to-place-people-ii,Hard,False
minimum-number-of-pushes-to-type-word-ii,Medium,False
minimum-number-of-pushes-to-type-word-i,Easy,False
find-the-grid-of-region-average,Medium,False
count-the-number-of-houses-at-a-certain-distance-i,Medium,False
minimum-moves-to-capture-the-queen,Medium,False
number-of-subarrays-that-match-a-pattern-i,Medium,False
find-longest-special-substring-that-occurs-thrice-i,Medium,False
find-longest-special-substring-that-occurs-thrice-ii,Medium,False
maximum-good-subarray-sum,Medium,False
maximum-points-after-enemy-battles,Medium,False
divide-an-array-into-subarrays-with-minimum-cost-i,Easy,False
find-polygon-with-the-largest-perimeter,Medium,False
minimize-or-of-remaining-elements-using-operations,Hard,False
divide-an-array-into-subarrays-with-minimum-cost-ii,Hard,False
count-the-number-of-incremovable-subarrays-i,Easy,False
maximum-area-of-longest-diagonal-rectangle,Easy,False
maximum-square-area-by-removing-fences-from-a-field,Medium,False
minimum-number-of-operations-to-make-array-xor-equal-to-k,Medium,False
count-the-number-of-incremovable-subarrays-ii,Hard,False
check-if-bitwise-or-has-trailing-zeros,Easy,False
find-beautiful-indices-in-the-given-array-i,Medium,False
minimize-length-of-array-using-operations,Medium,False
count-the-number-of-powerful-integers,Hard,False
count-elements-with-maximum-frequency,Easy,False
divide-array-into-arrays-with-max-difference,Medium,False
maximum-number-that-sum-of-the-prices-is-less-than-or-equal-to-k,Medium,False
minimum-number-of-operations-to-make-x-and-y-equal,Medium,False
minimum-cost-to-convert-string-ii,Hard,False
smallest-missing-integer-greater-than-sequential-prefix-sum,Easy,False
minimum-cost-to-convert-string-i,Medium,False
double-modular-exponentiation,Medium,False
maximize-the-number-of-partitions-after-operations,Hard,False
minimum-number-of-coins-to-be-added,Medium,False
remove-adjacent-almost-equal-characters,Medium,False
minimum-cost-to-make-array-equalindromic,Medium,False
maximum-size-of-a-set-after-removals,Medium,False
find-missing-and-repeated-values,Easy,False
minimum-number-game,Easy,False
length-of-longest-subarray-with-at-most-k-frequency,Medium,False
count-the-number-of-infection-sequences,Hard,False
count-complete-substrings,Hard,False
find-the-peaks,Easy,False
count-tested-devices-after-test-operations,Easy,False
make-lexicographically-smallest-array-by-swapping-elements,Medium,False
find-number-of-coins-to-place-in-tree-nodes,Hard,False
number-of-possible-sets-of-closing-branches,Hard,False
matrix-similarity-after-cyclic-shifts,Easy,False
maximize-area-of-square-hole-in-grid,Medium,False
count-subarrays-where-max-element-appears-at-least-k-times,Medium,False
count-the-number-of-good-partitions,Hard,False
find-maximum-non-decreasing-array-length,Hard,False
count-beautiful-substrings-i,Medium,False
minimum-number-of-coins-for-fruits,Medium,False
count-beautiful-substrings-ii,Hard,False
make-three-strings-equal,Easy,False
find-common-elements-between-two-arrays,Easy,False
palindrome-rearrangement-queries,Hard,False
high-access-employees,Medium,False
distribute-candies-among-children-ii,Medium,False
number-of-strings-which-can-be-rearranged-to-contain-substring,Medium,False
distribute-candies-among-children-i,Easy,False
maximum-strong-pair-xor-ii,Hard,False
apply-operations-to-maximize-frequency-score,Hard,False
separate-black-and-white-balls,Medium,False
find-words-containing-character,Easy,False
maximum-strong-pair-xor-i,Easy,False
maximum-xor-product,Medium,False
maximum-score-after-applying-operations-on-a-tree,Medium,False
minimum-operations-to-maximize-last-elements-in-arrays,Medium,False
find-champion-ii,Medium,False
find-champion-i,Easy,False
minimum-sum-of-mountain-triplets-ii,Medium,False
maximum-balanced-subsequence-sum,Hard,False
find-the-k-or-of-an-array,Easy,False
find-building-where-alice-and-bob-can-meet,Hard,False
maximum-points-after-collecting-coins-from-all-nodes,Hard,False
minimum-increment-operations-to-make-array-beautiful,Medium,False
minimum-sum-of-mountain-triplets-i,Easy,False
minimum-number-of-changes-to-make-binary-string-beautiful,Medium,False
divisible-and-non-divisible-sums-difference,Easy,False
minimum-equal-sum-of-two-arrays-after-replacing-zeros,Medium,False
find-indices-with-index-and-value-difference-ii,Medium,False
minimum-number-of-groups-to-create-a-valid-assignment,Medium,False
find-indices-with-index-and-value-difference-i,Easy,False
last-visited-integers,Easy,False
subarrays-distinct-element-sum-of-squares-i,Easy,False
maximum-value-of-an-ordered-triplet-i,Easy,False
apply-operations-on-array-to-maximize-sum-of-squares,Hard,False
maximum-value-of-an-ordered-triplet-ii,Medium,False
minimum-processing-time,Medium,False
shortest-and-lexicographically-smallest-beautiful-string,Medium,False
longest-unequal-adjacent-groups-subsequence-i,Easy,False
longest-unequal-adjacent-groups-subsequence-ii,Medium,False
minimum-size-subarray-in-infinite-array,Medium,False
count-visited-nodes-in-a-directed-graph,Hard,False
subarrays-distinct-element-sum-of-squares-ii,Hard,False
beautiful-towers-i,Medium,False
beautiful-towers-ii,Medium,False
count-valid-paths-in-a-tree,Hard,False
maximum-spending-after-buying-items,Hard,False
length-of-the-longest-subsequence-that-sums-to-target,Medium,False
minimum-edge-reversals-so-every-node-is-reachable,Hard,False
happy-students,Medium,False
maximum-number-of-alloys,Medium,False
minimum-number-of-operations-to-make-array-empty,Medium,False
sum-of-values-at-indices-with-k-set-bits,Easy,False
minimum-moves-to-spread-stones-over-grid,Medium,False
count-of-sub-multisets-with-bounded-sum,Hard,False
minimum-array-length-after-pair-removals,Medium,False
split-array-into-maximum-number-of-subarrays,Medium,False
minimum-edge-weight-equilibrium-queries-in-a-tree,Hard,False
get-the-size-of-a-dataframe,Easy,False
drop-missing-data,Easy,False
select-data,Easy,False
reshape-data-melt,Easy,False
reshape-data-pivot,Easy,False
drop-duplicate-rows,Easy,False
fill-missing-data,Easy,False
change-data-type,Easy,False
rename-columns,Easy,False
modify-columns,Easy,False
create-a-new-column,Easy,False
display-the-first-three-rows,Easy,False
reshape-data-concatenate,Easy,False
method-chaining,Easy,False
create-a-dataframe-from-list,Easy,False
maximum-number-of-k-divisible-components,Hard,False
count-k-subsequences-of-a-string-with-maximum-beauty,Hard,False
determine-if-a-cell-is-reachable-at-a-given-time,Medium,False
maximum-odd-binary-number,Easy,False
maximum-element-sum-of-a-complete-subset-of-indices,Hard,False
minimum-operations-to-make-a-special-number,Medium,False
minimum-right-shifts-to-sort-the-array,Easy,False
minimum-operations-to-collect-elements,Easy,False
points-that-intersect-with-cars,Easy,False
apply-operations-to-make-two-strings-equal,Medium,False
maximize-value-of-function-in-a-ball-passing-game,Hard,False
construct-product-matrix,Medium,False
find-the-minimum-possible-sum-of-a-beautiful-array,Medium,False
minimum-operations-to-form-subsequence-with-target-sum,Hard,False
string-transformation,Hard,False
furthest-point-from-origin,Easy,False
make-string-a-subsequence-using-cyclic-increments,Medium,False
number-of-beautiful-integers-in-the-range,Hard,False
apply-operations-to-maximize-score,Hard,False
minimum-absolute-difference-between-elements-with-constraint,Medium,False
check-if-strings-can-be-made-equal-with-operations-i,Easy,False
count-symmetric-integers,Easy,False
maximize-the-profit-as-the-salesman,Medium,False
check-if-strings-can-be-made-equal-with-operations-ii,Medium,False
check-if-a-string-is-an-acronym-of-words,Easy,False
account-balance-after-rounded-purchase,Easy,False
maximum-sum-of-almost-unique-subarray,Medium,False
count-pairs-of-points-with-distance-k,Medium,False
minimum-time-to-make-array-sum-at-most-x,Hard,False
count-stepping-numbers-in-range,Hard,False
minimum-seconds-to-equalize-a-circular-array,Medium,False
maximum-number-of-groups-with-increasing-length,Hard,False
count-pairs-whose-sum-is-less-than-target,Easy,False
check-if-it-is-possible-to-split-array,Medium,False
count-of-interesting-subarrays,Medium,False
find-the-safest-path-in-a-grid,Medium,False
count-paths-that-can-form-a-palindrome-in-a-tree,Hard,False
sorting-three-groups,Medium,False
insert-greatest-common-divisors-in-linked-list,Medium,False
max-pair-sum-in-an-array,Easy,False
maximum-elegance-of-a-k-length-subsequence,Hard,False
visit-array-positions-to-maximize-score,Medium,False
check-if-array-is-good,Easy,False
maximum-beauty-of-an-array-after-applying-operation,Medium,False
number-of-black-blocks,Medium,False
minimum-index-of-a-valid-split,Medium,False
sort-vowels-in-a-string,Medium,False
faulty-keyboard,Easy,False
length-of-the-longest-valid-substring,Hard,False
partition-string-into-minimum-beautiful-substrings,Medium,False
ways-to-express-an-integer-as-sum-of-powers,Medium,False
split-strings-by-separator,Easy,False
minimum-changes-to-make-k-semi-palindromes,Hard,False
apply-operations-to-make-all-array-elements-equal-to-zero,Medium,False
shortest-string-that-contains-three-strings,Medium,False
number-of-employees-who-met-the-target,Easy,False
prime-pairs-with-target-sum,Medium,False
largest-element-in-an-array-after-merge-operations,Medium,False
double-a-number-represented-as-a-linked-list,Medium,False
longest-alternating-subarray,Easy,False
longest-non-decreasing-subarray-from-two-arrays,Medium,False
continuous-subarrays,Medium,False
ways-to-split-array-into-good-subarrays,Medium,False
longest-even-odd-subarray-with-threshold,Easy,False
is-object-empty,Easy,False
calculator-with-method-chaining,Easy,False
interval-cancellation,Easy,False
sort-by,Easy,False
add-two-promises,Easy,False
join-two-arrays-by-id,Medium,False
total-distance-traveled,Easy,False
count-complete-subarrays-in-an-array,Medium,False
maximum-number-of-jumps-to-reach-the-last-index,Medium,False
decremental-string-concatenation,Medium,False
construct-the-longest-new-string,Medium,False
sum-of-imbalance-numbers-of-all-subarrays,Hard,False
special-permutations,Medium,False
find-maximum-number-of-string-pairs,Easy,False
robot-collisions,Hard,False
find-the-value-of-the-partition,Medium,False
sum-of-squares-of-special-elements,Easy,False
maximum-sum-queries,Hard,False
sum-of-matrix-after-queries,Medium,False
minimum-operations-to-make-the-integer-zero,Medium,False
neither-minimum-nor-maximum,Easy,False
relocate-marbles,Medium,False
count-zero-request-servers,Medium,False
find-the-longest-equal-subarray,Medium,False
number-of-beautiful-pairs,Easy,False
lexicographically-smallest-string-after-substring-operation,Medium,False
greatest-common-divisor-traversal,Hard,False
find-a-good-subset-of-the-matrix,Hard,False
minimize-string-length,Easy,False
check-if-the-number-is-fascinating,Easy,False
timeout-cancellation,Easy,False
return-length-of-arguments-passed,Easy,False
remove-trailing-zeros-from-a-string,Easy,False
maximum-strictly-increasing-cells-in-a-matrix,Hard,False
minimum-cost-to-make-all-characters-equal,Medium,False
lexicographically-smallest-palindrome,Easy,False
to-be-or-not-to-be,Easy,False
find-the-maximum-achievable-number,Easy,False
determine-the-minimum-sum-of-a-k-avoiding-array,Medium,False
collecting-chocolates,Medium,False
create-hello-world-function,Easy,False
painting-the-walls,Hard,False
execute-asynchronous-functions-in-parallel,Medium,False
array-wrapper,Easy,False
compact-object,Medium,False
modify-graph-edge-weights,Hard,False
find-the-punishment-number-of-an-integer,Medium,False
difference-of-number-of-distinct-values-on-diagonals,Medium,False
minimum-string-length-after-removing-substrings,Easy,False
chunk-array,Easy,False
event-emitter,Medium,False
allow-one-function-call,Easy,False
maximum-number-of-moves-in-a-grid,Medium,False
count-the-number-of-complete-components,Medium,False
neighboring-bitwise-xor,Medium,False
find-the-losers-of-the-circular-game,Easy,False
call-function-with-custom-context,Medium,False
counter-ii,Easy,False
design-cancellable-function,Hard,False
movement-of-robots,Medium,False
find-the-longest-semi-repetitive-substring,Medium,False
semi-ordered-permutation,Easy,False
power-of-heroes,Hard,False
nested-array-generator,Medium,False
make-costs-of-paths-equal-in-a-binary-tree,Medium,False
number-of-adjacent-elements-with-the-same-color,Medium,False
frequency-tracker,Medium,False
find-the-distinct-difference-array,Easy,False
generate-fibonacci-sequence,Easy,False
maximum-sum-with-exactly-k-elements,Easy,False
find-the-prefix-common-array-of-two-arrays,Medium,False
make-array-empty,Hard,False
maximum-number-of-fish-in-a-grid,Medium,False
cache-with-time-limit,Medium,False
array-reduce-transformation,Easy,False
snail-traversal,Medium,False
flatten-deeply-nested-array,Medium,False
check-if-object-instance-of-class,Medium,False
count-of-integers,Hard,False
buy-two-chocolates,Easy,False
extra-characters-in-a-string,Medium,False
maximum-strength-of-a-group,Medium,False
minimum-number-of-operations-to-make-all-array-elements-equal-to-1,Medium,False
sum-multiples,Easy,False
sliding-subarray-beauty,Medium,False
promise-time-limit,Medium,False
calculate-delayed-arrival-time,Easy,False
apply-transform-over-each-element-in-array,Easy,False
filter-elements-from-array,Easy,False
memoize-ii,Hard,False
debounce,Medium,False
group-by,Medium,False
function-composition,Easy,False
minimize-the-total-price-of-the-trips,Hard,False
row-with-maximum-ones,Easy,False
minimum-additions-to-make-valid-string,Medium,False
array-prototype-last,Easy,False
sleep,Easy,False
counter,Easy,False
memoize,Medium,False
maximum-or,Medium,False
sum-in-a-matrix,Medium,False
number-of-senior-citizens,Easy,False
minimum-reverse-operations,Hard,False
mice-and-cheese,Medium,False
convert-an-array-into-a-2d-array-with-conditions,Medium,False
find-the-longest-balanced-substring-of-a-binary-string,Easy,False
prime-in-diagonal,Easy,False
sum-of-distances,Medium,False
minimize-the-maximum-difference-of-pairs,Medium,False
minimum-operations-to-make-all-array-elements-equal,Medium,False
collect-coins-in-a-tree,Hard,False
prime-subtraction-operation,Medium,False
k-items-with-the-maximum-sum,Easy,False
left-and-right-sum-differences,Easy,False
find-the-divisibility-array-of-a-string,Medium,False
find-the-maximum-number-of-marked-indices,Medium,False
minimum-time-to-visit-a-cell-in-a-grid,Hard,False
minimum-operations-to-reduce-an-integer-to-0,Medium,False
count-the-number-of-square-free-subsets,Medium,False
find-the-string-with-lcp,Hard,False
merge-two-2d-arrays-by-summing-values,Easy,False
minimum-score-by-changing-two-elements,Medium,False
minimum-impossible-or,Medium,False
maximum-difference-by-remapping-a-digit,Easy,False
handling-sum-queries-after-update,Hard,False
subsequence-with-the-minimum-score,Hard,False
substring-xor-queries,Medium,False
count-the-number-of-fair-pairs,Medium,False
find-the-array-concatenation-value,Easy,False
minimum-number-of-visited-cells-in-a-grid,Hard,False
the-number-of-beautiful-subsets,Medium,False
find-score-of-an-array-after-marking-all-elements,Medium,False
find-the-maximum-divisibility-score,Easy,False
take-gifts-from-the-richest-pile,Easy,False
count-vowel-strings-in-ranges,Medium,False
house-robber-iv,Medium,False
rearranging-fruits,Hard,False
lexicographically-smallest-beautiful-string,Hard,False
minimum-cost-of-a-path-with-special-roads,Medium,False
first-completely-painted-row-or-column,Medium,False
determine-the-winner-of-a-bowling-game,Easy,False
count-increasing-quadruplets,Hard,False
put-marbles-in-bags,Hard,False
count-collisions-of-monkeys-on-a-polygon,Medium,False
count-distinct-numbers-on-board,Easy,False
design-graph-with-shortest-path-calculator,Hard,False
cousins-in-binary-tree-ii,Medium,False
find-the-score-of-all-prefixes-of-an-array,Medium,False
find-the-width-of-columns-of-a-grid,Easy,False
maximize-win-from-two-segments,Medium,False
shortest-cycle-in-a-graph,Hard,False
make-k-subarray-sums-equal,Medium,False
find-the-substring-with-maximum-cost,Medium,False
form-smallest-number-from-two-digit-arrays,Easy,False
minimum-time-to-repair-cars,Medium,False
maximize-greatness-of-an-array,Medium,False
distribute-money-to-maximum-children,Easy,False
check-knight-tour-configuration,Medium,False
smallest-missing-non-negative-integer-after-operations,Medium,False
number-of-even-and-odd-bits,Easy,False
minimum-time-to-complete-all-tasks,Hard,False
count-the-number-of-beautiful-subarrays,Medium,False
rearrange-array-to-maximize-prefix-score,Medium,False
count-the-number-of-vowel-strings-in-range,Easy,False
count-number-of-possible-root-nodes,Hard,False
count-ways-to-group-overlapping-ranges,Medium,False
split-with-minimum-sum,Easy,False
count-total-number-of-colored-cells,Medium,False
number-of-ways-to-earn-points,Hard,False
split-the-array-to-make-coprime-products,Hard,False
kth-largest-sum-in-a-binary-tree,Medium,False
pass-the-pillow,Easy,False
time-to-cross-a-bridge,Hard,False
disconnect-path-in-a-binary-matrix-by-at-most-one-flip,Medium,False
maximum-number-of-integers-to-choose-from-a-range-i,Medium,False
separate-the-digits-in-an-array,Easy,False
maximum-subsequence-score,Medium,False
check-if-point-is-reachable,Hard,False
minimum-common-value,Easy,False
minimum-cost-to-split-an-array,Hard,False
apply-bitwise-operations-to-make-strings-equal,Medium,False
sort-the-students-by-their-kth-score,Medium,False
alternating-digit-sum,Easy,False
minimize-the-maximum-of-two-arrays,Medium,False
difference-between-maximum-and-minimum-price-sum,Hard,False
count-the-number-of-good-subarrays,Medium,False
increment-submatrices-by-one,Medium,False
difference-between-element-sum-and-digit-sum-of-an-array,Easy,False
find-xor-beauty-of-array,Medium,False
find-consecutive-integers-from-a-data-stream,Medium,False
categorize-box-according-to-criteria,Easy,False
maximize-the-minimum-powered-city,Hard,False
maximal-score-after-applying-k-operations,Medium,False
make-number-of-distinct-characters-equal,Medium,False
maximum-count-of-positive-integer-and-negative-integer,Easy,False
closest-prime-numbers-in-range,Medium,False
distinct-prime-factors-of-product-of-array,Medium,False
count-the-digits-that-divide-a-number,Easy,False
difference-between-ones-and-zeros-in-row-and-column,Medium,False
count-anagrams,Hard,False
minimum-operations-to-make-array-equal-ii,Medium,False
reward-top-k-students,Medium,False
maximum-enemy-forts-that-can-be-captured,Easy,False
number-of-great-partitions,Hard,False
maximum-tastiness-of-candy-basket,Medium,False
take-k-of-each-character-from-left-and-right,Medium,False
shortest-distance-to-target-string-in-a-circular-array,Easy,False
cycle-length-queries-in-a-tree,Hard,False
